STATISTIC Label,Year,Age Group,Sex,UNIT,VALUE
Population Estimates (Persons in April),1954,All ages,Both sexes,Thousand,2941
Population Estimates (Persons in April),1954,All ages,Male,Thousand,1493
Population Estimates (Persons in April),1954,All ages,Female,Thousand,1448
Population Estimates (Persons in April),1955,Under 1 year,Both sexes,Thousand,59
Population Estimates (Persons in April),1955,Under 1 year,Male,Thousand,30
Population Estimates (Persons in April),1955,Under 1 year,Female,Thousand,29
Population Estimates (Persons in April),1955,0 - 4 years,Both sexes,Thousand,
Population Estimates (Persons in April),1955,0 - 4 years,Male,Thousand,
Population Estimates (Persons in April),1955,0 - 4 years,Female,Thousand,
Population Estimates (Persons in April),1955,0 - 14 years,Both sexes,Thousand,871
Population Estimates (Persons in April),1955,0 - 14 years,Male,Thousand,444
Population Estimates (Persons in April),1955,0 - 14 years,Female,Thousand,427
Population Estimates (Persons in April),1955,1 - 4 years,Both sexes,Thousand,243
Population Estimates (Persons in April),1955,1 - 4 years,Male,Thousand,124
Population Estimates (Persons in April),1955,1 - 4 years,Female,Thousand,119
Population Estimates (Persons in April),1955,5 - 9 years,Both sexes,Thousand,294
Population Estimates (Persons in April),1955,5 - 9 years,Male,Thousand,151
Population Estimates (Persons in April),1955,5 - 9 years,Female,Thousand,144
Population Estimates (Persons in April),1955,10 - 14 years,Both sexes,Thousand,275
Population Estimates (Persons in April),1955,10 - 14 years,Male,Thousand,140
Population Estimates (Persons in April),1955,10 - 14 years,Female,Thousand,135
Population Estimates (Persons in April),1955,15 - 19 years,Both sexes,Thousand,235
Population Estimates (Persons in April),1955,15 - 19 years,Male,Thousand,122
Population Estimates (Persons in April),1955,15 - 19 years,Female,Thousand,112
Population Estimates (Persons in April),1955,15 - 24 years,Both sexes,Thousand,419
Population Estimates (Persons in April),1955,15 - 24 years,Male,Thousand,217
Population Estimates (Persons in April),1955,15 - 24 years,Female,Thousand,202
Population Estimates (Persons in April),1955,15 years and over,Both sexes,Thousand,2050
Population Estimates (Persons in April),1955,15 years and over,Male,Thousand,1035
Population Estimates (Persons in April),1955,15 years and over,Female,Thousand,1015
Population Estimates (Persons in April),1955,20 - 24 years,Both sexes,Thousand,184
Population Estimates (Persons in April),1955,20 - 24 years,Male,Thousand,95
Population Estimates (Persons in April),1955,20 - 24 years,Female,Thousand,90
Population Estimates (Persons in April),1955,25 - 29 years,Both sexes,Thousand,176
Population Estimates (Persons in April),1955,25 - 29 years,Male,Thousand,88
Population Estimates (Persons in April),1955,25 - 29 years,Female,Thousand,89
Population Estimates (Persons in April),1955,25 - 44 years,Both sexes,Thousand,726
Population Estimates (Persons in April),1955,25 - 44 years,Male,Thousand,363
Population Estimates (Persons in April),1955,25 - 44 years,Female,Thousand,363
Population Estimates (Persons in April),1955,30 - 34 years,Both sexes,Thousand,179
Population Estimates (Persons in April),1955,30 - 34 years,Male,Thousand,89
Population Estimates (Persons in April),1955,30 - 34 years,Female,Thousand,90
Population Estimates (Persons in April),1955,35 - 39 years,Both sexes,Thousand,186
Population Estimates (Persons in April),1955,35 - 39 years,Male,Thousand,92
Population Estimates (Persons in April),1955,35 - 39 years,Female,Thousand,94
Population Estimates (Persons in April),1955,40 - 44 years,Both sexes,Thousand,185
Population Estimates (Persons in April),1955,40 - 44 years,Male,Thousand,95
Population Estimates (Persons in April),1955,40 - 44 years,Female,Thousand,90
Population Estimates (Persons in April),1955,45 - 49 years,Both sexes,Thousand,170
Population Estimates (Persons in April),1955,45 - 49 years,Male,Thousand,88
Population Estimates (Persons in April),1955,45 - 49 years,Female,Thousand,82
Population Estimates (Persons in April),1955,45 - 64 years,Both sexes,Thousand,587
Population Estimates (Persons in April),1955,45 - 64 years,Male,Thousand,299
Population Estimates (Persons in April),1955,45 - 64 years,Female,Thousand,288
Population Estimates (Persons in April),1955,50 - 54 years,Both sexes,Thousand,151
Population Estimates (Persons in April),1955,50 - 54 years,Male,Thousand,78
Population Estimates (Persons in April),1955,50 - 54 years,Female,Thousand,73
Population Estimates (Persons in April),1955,55 - 59 years,Both sexes,Thousand,148
Population Estimates (Persons in April),1955,55 - 59 years,Male,Thousand,75
Population Estimates (Persons in April),1955,55 - 59 years,Female,Thousand,73
Population Estimates (Persons in April),1955,60 - 64 years,Both sexes,Thousand,118
Population Estimates (Persons in April),1955,60 - 64 years,Male,Thousand,59
Population Estimates (Persons in April),1955,60 - 64 years,Female,Thousand,60
Population Estimates (Persons in April),1955,65 - 69 years,Both sexes,Thousand,109
Population Estimates (Persons in April),1955,65 - 69 years,Male,Thousand,55
Population Estimates (Persons in April),1955,65 - 69 years,Female,Thousand,54
Population Estimates (Persons in April),1955,65 years and over,Both sexes,Thousand,318
Population Estimates (Persons in April),1955,65 years and over,Male,Thousand,156
Population Estimates (Persons in April),1955,65 years and over,Female,Thousand,162
Population Estimates (Persons in April),1955,70 - 74 years,Both sexes,Thousand,95
Population Estimates (Persons in April),1955,70 - 74 years,Male,Thousand,46
Population Estimates (Persons in April),1955,70 - 74 years,Female,Thousand,49
Population Estimates (Persons in April),1955,75 - 79 years,Both sexes,Thousand,66
Population Estimates (Persons in April),1955,75 - 79 years,Male,Thousand,32
Population Estimates (Persons in April),1955,75 - 79 years,Female,Thousand,34
Population Estimates (Persons in April),1955,80 - 84 years,Both sexes,Thousand,32
Population Estimates (Persons in April),1955,80 - 84 years,Male,Thousand,15
Population Estimates (Persons in April),1955,80 - 84 years,Female,Thousand,17
Population Estimates (Persons in April),1955,85 years and over,Both sexes,Thousand,16
Population Estimates (Persons in April),1955,85 years and over,Male,Thousand,7
Population Estimates (Persons in April),1955,85 years and over,Female,Thousand,9
Population Estimates (Persons in April),1955,All ages,Both sexes,Thousand,2921
Population Estimates (Persons in April),1955,All ages,Male,Thousand,1479
Population Estimates (Persons in April),1955,All ages,Female,Thousand,1442
Population Estimates (Persons in April),1956,Under 1 year,Both sexes,Thousand,59
Population Estimates (Persons in April),1956,Under 1 year,Male,Thousand,30
Population Estimates (Persons in April),1956,Under 1 year,Female,Thousand,29
Population Estimates (Persons in April),1956,0 - 4 years,Both sexes,Thousand,
Population Estimates (Persons in April),1956,0 - 4 years,Male,Thousand,
Population Estimates (Persons in April),1956,0 - 4 years,Female,Thousand,
Population Estimates (Persons in April),1956,0 - 14 years,Both sexes,Thousand,871
Population Estimates (Persons in April),1956,0 - 14 years,Male,Thousand,443
Population Estimates (Persons in April),1956,0 - 14 years,Female,Thousand,428
Population Estimates (Persons in April),1956,1 - 4 years,Both sexes,Thousand,239
Population Estimates (Persons in April),1956,1 - 4 years,Male,Thousand,121
Population Estimates (Persons in April),1956,1 - 4 years,Female,Thousand,118
Population Estimates (Persons in April),1956,5 - 9 years,Both sexes,Thousand,296
Population Estimates (Persons in April),1956,5 - 9 years,Male,Thousand,152
Population Estimates (Persons in April),1956,5 - 9 years,Female,Thousand,145
Population Estimates (Persons in April),1956,10 - 14 years,Both sexes,Thousand,277
Population Estimates (Persons in April),1956,10 - 14 years,Male,Thousand,140
Population Estimates (Persons in April),1956,10 - 14 years,Female,Thousand,136
Population Estimates (Persons in April),1956,15 - 19 years,Both sexes,Thousand,232
Population Estimates (Persons in April),1956,15 - 19 years,Male,Thousand,121
Population Estimates (Persons in April),1956,15 - 19 years,Female,Thousand,111
Population Estimates (Persons in April),1956,15 - 24 years,Both sexes,Thousand,411
Population Estimates (Persons in April),1956,15 - 24 years,Male,Thousand,212
Population Estimates (Persons in April),1956,15 - 24 years,Female,Thousand,199
Population Estimates (Persons in April),1956,15 years and over,Both sexes,Thousand,2028
Population Estimates (Persons in April),1956,15 years and over,Male,Thousand,1020
Population Estimates (Persons in April),1956,15 years and over,Female,Thousand,1008
Population Estimates (Persons in April),1956,20 - 24 years,Both sexes,Thousand,179
Population Estimates (Persons in April),1956,20 - 24 years,Male,Thousand,92
Population Estimates (Persons in April),1956,20 - 24 years,Female,Thousand,88
Population Estimates (Persons in April),1956,25 - 29 years,Both sexes,Thousand,170
Population Estimates (Persons in April),1956,25 - 29 years,Male,Thousand,84
Population Estimates (Persons in April),1956,25 - 29 years,Female,Thousand,86
Population Estimates (Persons in April),1956,25 - 44 years,Both sexes,Thousand,712
Population Estimates (Persons in April),1956,25 - 44 years,Male,Thousand,353
Population Estimates (Persons in April),1956,25 - 44 years,Female,Thousand,358
Population Estimates (Persons in April),1956,30 - 34 years,Both sexes,Thousand,175
Population Estimates (Persons in April),1956,30 - 34 years,Male,Thousand,86
Population Estimates (Persons in April),1956,30 - 34 years,Female,Thousand,89
Population Estimates (Persons in April),1956,35 - 39 years,Both sexes,Thousand,182
Population Estimates (Persons in April),1956,35 - 39 years,Male,Thousand,89
Population Estimates (Persons in April),1956,35 - 39 years,Female,Thousand,93
Population Estimates (Persons in April),1956,40 - 44 years,Both sexes,Thousand,185
Population Estimates (Persons in April),1956,40 - 44 years,Male,Thousand,94
Population Estimates (Persons in April),1956,40 - 44 years,Female,Thousand,91
Population Estimates (Persons in April),1956,45 - 49 years,Both sexes,Thousand,172
Population Estimates (Persons in April),1956,45 - 49 years,Male,Thousand,89
Population Estimates (Persons in April),1956,45 - 49 years,Female,Thousand,84
Population Estimates (Persons in April),1956,45 - 64 years,Both sexes,Thousand,588
Population Estimates (Persons in April),1956,45 - 64 years,Male,Thousand,299
Population Estimates (Persons in April),1956,45 - 64 years,Female,Thousand,289
Population Estimates (Persons in April),1956,50 - 54 years,Both sexes,Thousand,147
Population Estimates (Persons in April),1956,50 - 54 years,Male,Thousand,76
Population Estimates (Persons in April),1956,50 - 54 years,Female,Thousand,71
Population Estimates (Persons in April),1956,55 - 59 years,Both sexes,Thousand,152
Population Estimates (Persons in April),1956,55 - 59 years,Male,Thousand,77
Population Estimates (Persons in April),1956,55 - 59 years,Female,Thousand,75
Population Estimates (Persons in April),1956,60 - 64 years,Both sexes,Thousand,117
Population Estimates (Persons in April),1956,60 - 64 years,Male,Thousand,58
Population Estimates (Persons in April),1956,60 - 64 years,Female,Thousand,59
Population Estimates (Persons in April),1956,65 - 69 years,Both sexes,Thousand,109
Population Estimates (Persons in April),1956,65 - 69 years,Male,Thousand,55
Population Estimates (Persons in April),1956,65 - 69 years,Female,Thousand,54
Population Estimates (Persons in April),1956,65 years and over,Both sexes,Thousand,317
Population Estimates (Persons in April),1956,65 years and over,Male,Thousand,155
Population Estimates (Persons in April),1956,65 years and over,Female,Thousand,162
Population Estimates (Persons in April),1956,70 - 74 years,Both sexes,Thousand,93
Population Estimates (Persons in April),1956,70 - 74 years,Male,Thousand,45
Population Estimates (Persons in April),1956,70 - 74 years,Female,Thousand,48
Population Estimates (Persons in April),1956,75 - 79 years,Both sexes,Thousand,66
Population Estimates (Persons in April),1956,75 - 79 years,Male,Thousand,32
Population Estimates (Persons in April),1956,75 - 79 years,Female,Thousand,34
Population Estimates (Persons in April),1956,80 - 84 years,Both sexes,Thousand,33
Population Estimates (Persons in April),1956,80 - 84 years,Male,Thousand,15
Population Estimates (Persons in April),1956,80 - 84 years,Female,Thousand,17
Population Estimates (Persons in April),1956,85 years and over,Both sexes,Thousand,16
Population Estimates (Persons in April),1956,85 years and over,Male,Thousand,7
Population Estimates (Persons in April),1956,85 years and over,Female,Thousand,9
Population Estimates (Persons in April),1956,All ages,Both sexes,Thousand,2899
Population Estimates (Persons in April),1956,All ages,Male,Thousand,1463
Population Estimates (Persons in April),1956,All ages,Female,Thousand,1435
Population Estimates (Persons in April),1957,Under 1 year,Both sexes,Thousand,60
